text,cleaned_text,language,date,source,location,disaster_type
"CAVITE PROVINCE(Region 4A)
1. Imus.             (046) 471-06-29/0998-8499635
2. Rosario.        (046) 432-05-26/0917-7936767
3. Silang.           (046) 414-37-76
4. Dasmariñas (046) 683-09-38/513-17-66
5. Tagaytay.      (046) 483-04-46/0927-8569979
RED CROSS(Cavite Area)
1. Cavite City     (046) 431-05-62/484-62-66
2. Dasmariñas. (046)402-62-67/0916-2450527

BATANGAS PROVINCE (Region 4A)
1. Rosario.        (043) 311-29-35/0917-5313884
2. Ibaan PNP.   (043) 311-73-44
3. Lipa Red Cross (043) 740-07-68

QUEZON PROVINCE (Region 4A)
1. Atimonan.     0956-5523686/0908-9832111
                            Radio Freq.: 147.150 mhz
2. Tiaong.          (042) 545-91-87/0912-2226895
                            Radio Freq.: 146.150 mhz
                            PNP (042) 545-91-66
                                     0999-169-08-96
                            Fire. (042) 545-99-00
                                     0915-603-42-90
3. Baler.             0920-594-19-06/0918-6626169
                            Radio Freq.: 152.020 mhz
                            PNP  0908-526-40-29
                            Fire.  0919-999-83-29

BULACAN PROVINCE
1. Meycauayan Bulacan
     Rescue - (044)323-04-04
                     - 0915-707-7929
                     - 0925-707-7929
     Fire        - (044)228-91-67
                     - 0922-210-3168
     PNP       - 0916-582-7475
2. Malolos Bulacan
     Rescue - (044)760-51-60
     PNP        - (044)796-24-83
                     - 0933-610-4327
     Red Cross - (044)662-59-22
3. Calumpit Bulacan
     Rescue - (044)913-72-95
                     - 0923-401-4305
                     - 0916-390-3931
     PNP       - 0995-966-4427
                    - 0933-197-8736
     Fire       - (044)913-72-89
                    - 0925-522-5237
4. Hagonoy Bulacan
     Rescue - (044)793-58-11
                     - 0925-885-5811
5. Baliuag Bulacan
     Rescue - 0917-505-7827
6. Norzagaray Bulacan
     Rescue - 0916-359-0233
7. Sta.Maria Bulacan
     Rescue - 0925-773-7283
8. Bustos Bulacan
     Rescue - (044)761-10-98
9. San Miguel Bulacan
     Rescue -(044)762-10-20
                   - 0995-059-5054
                   - 0928-187-6784",cavite provinceregion 4a 1 imus 046 471062909988499635 2 rosario 046 432052609177936767 3 silang 046 4143776 4 dasmarinas 046 68309385131766 5 tagaytay 046 483044609278569979 red crosscavite area 1 cavite city 046 43105624846266 2 dasmarinas 046402626709162450527 batangas province region 4a 1 rosario 043 311293509175313884 2 ibaan pnp 043 3117344 3 lipa red cross 043 7400768 quezon province region 4a 1 atimonan 0956552368609089832111 radio freq: 147150 mhz 2 tiaong 042 545918709122226895 radio freq: 146150 mhz pnp 042 5459166 09991690896 fire 042 5459900 09156034290 3 baler 0920594190609186626169 radio freq: 152020 mhz pnp 09085264029 fire 09199998329 bulacan province 1 meycauayan bulacan rescue 0443230404 09157077929 09257077929 fire 0442289167 09222103168 pnp 09165827475 2 malolos bulacan rescue 0447605160 pnp 0447962483 09336104327 red cross 0446625922 3 calumpit bulacan rescue 0449137295 09234014305 09163903931 pnp 09959664427 09331978736 fire 0449137289 09255225237 4 hagonoy bulacan rescue 0447935811 09258855811 5 baliuag bulacan rescue 09175057827 6 norzagaray bulacan rescue 09163590233 7 stamaria bulacan rescue 09257737283 8 bustos bulacan rescue 0447611098 9 san miguel bulacan rescue 0447621020 09950595054 09281876784,Taglish,2022-10-29T15:18:12.000Z,Facebook,Cavite,Typhoon
Kung kayang makatulong ay maaari nyo syang kausapin sa kanyang Fb account 🙏,kung kayang makatulong ay maaari nyo syang kausapin sa kanyang fb account :foldedhands:,Tagalog,2022-10-29T15:15:13.000Z,Facebook,Cavite,Typhoon
Yong mga may mataas na bahay sana patuloyin nyo muna mga kapitbahay nyo,yong mga may mataas na bahay sana patuloyin nyo muna mga kapitbahay nyo,Tagalog,2022-10-29T15:25:48.000Z,Facebook,Cavite,Typhoon
Dapat po lumikas na cla ka agd nung di pa po mataas ang tubig. Lalo nat gabi ngaun.😔 Dahil pag tumaas na tlga ang tubig mhirapan na tlga mkaalis ka agad. Sana ma rescue po clang lahat at maging ok sila🙏🙏🙏 Lord gabayan nyu po silang lahat at sana tumigil na ang ulan at humupa ka agad ung tubig.🙏🙏🙏,dapat po lumikas na cla ka agd nung di pa po mataas ang tubig lalo nat gabi ngaun:pensiveface: dahil pag tumaas na tlga ang tubig mhirapan na tlga mkaalis ka agad sana ma rescue po clang lahat at maging ok sila:foldedhands::foldedhands::foldedhands: lord gabayan nyu po silang lahat at sana tumigil na ang ulan at humupa ka agad ung tubig:foldedhands::foldedhands::foldedhands:,Tagalog,2022-10-29T16:03:31.000Z,Facebook,Cavite,Typhoon
yung mga kapitbahay na may mataas na palapag please help your neighbor 😥,yung mga kapitbahay na may mataas na palapag please help your neighbor :sadbutrelievedface:,Tagalog,2022-10-29T15:21:20.000Z,Facebook,Cavite,Typhoon
Lord cover them w/ ur mighty protection. Send them help please we pray.,lord cover them w you are mighty protection send them help please we pray,English,2022-10-29T15:27:01.000Z,Facebook,Cavite,Typhoon
"09985985608 Noveleta rescuer po yan .. Nagtetex ako jan, nagreresponse sila, basta po sa lahat ng need irescue pakilapag po ang contact Number at address po ng irerescue",09985985608 noveleta rescuer po yan nagtetex ako jan nagreresponse sila basta po sa lahat ng need irescue pakilapag po ang contact number at address po ng irerescue,Tagalog,2022-10-29T15:59:35.000Z,Facebook,Cavite,Typhoon
Yung malalapit n lugar dyan takbo at tumulong n Kyo kc kawawa nman cla naranasan k din yan nung bata kmi nga yun malalakas at wlng tgil din ulan dito isabela apaw n lhat ng madaanan tulay o sapa please pray always God is always with us and please take care and be safe for the rescuers sana may mag abot man lng ng konting mainit n pagkain s knila,yung malalapit n lugar dyan takbo at tumulong n kyo kc kawawa nman cla naranasan k din yan nung bata kmi nga yun malalakas at wlng tgil din ulan dito isabela apaw n lhat ng madaanan tulay o sapa please pray always god is always with us and please take care and be safe for the rescuers sana may mag abot man lng ng konting mainit n pagkain s knila,Tagalog,2022-10-29T15:25:43.000Z,Facebook,Cavite,Typhoon
"Lesson learned next time po
Kau ng magkusang  mag evacuate para maiwasan ang ganyang sitwasyon😢😢",lesson learned next time po kau ng magkusang mag evacuate para maiwasan ang ganyang sitwasyon:cryingface::cryingface:,Tagalog,2022-10-30T03:18:01.000Z,Facebook,Cavite,Typhoon
"Sana po lumikas din ng mas maaga kasi di na din nmn bago yung flood incident., safety first. Keep safe po 🙏🙏🙏",sana po lumikas din ng mas maaga kasi di na din nmn bago yung flood incident safety first keep safe po :foldedhands::foldedhands::foldedhands:,Taglish,2022-10-29T16:10:14.000Z,Facebook,Cavite,Typhoon
Need din po ng help,need din po ng help,Taglish,2022-10-29T16:59:26.000Z,Facebook,Cavite,Typhoon
Sana po my mka rescue sa knla kwwa nMan mga bata 😭😭,sana po my mka rescue sa knla kwwa nman mga bata :loudlycryingface::loudlycryingface:,Tagalog,2022-10-29T15:18:15.000Z,Facebook,Cavite,Typhoon
"Dapat responsable din sa sarili dhl marami ang need ng tulong, tulungan din ang sarili",dapat responsable din sa sarili dhl marami ang need ng tulong tulungan din ang sarili,Tagalog,2022-10-29T23:00:54.000Z,Facebook,Cavite,Typhoon
"Praying for God's protection.,.in Jesus name Amen.",praying for gods protectionin jesus name amen,English,2022-10-29T15:18:51.000Z,Facebook,Cavite,Typhoon
Sana ma rescue lahat nang mga kailangan nang tulong sana ung may mga matataas ang bahay kahit mga bata lang kawawa mga bata nilalamig na sila sana ma rescue na sila,sana ma rescue lahat nang mga kailangan nang tulong sana ung may mga matataas ang bahay kahit mga bata lang kawawa mga bata nilalamig na sila sana ma rescue na sila,Tagalog,2022-10-29T15:24:11.000Z,Facebook,Cavite,Typhoon
Panginoon....tuluyan nyo na po palayuin ang bagyo sa bansang pilipinas....🙏🙏🙏,panginoontuluyan nyo na po palayuin ang bagyo sa bansang pilipinas:foldedhands::foldedhands::foldedhands:,Tagalog,2022-10-29T17:04:20.000Z,Facebook,Cavite,Typhoon
"Marami pa po nakalubog sa baha sa Noveleta ,Cavite . Sanay matulungan po sila",marami pa po nakalubog sa baha sa noveleta cavite sanay matulungan po sila,Tagalog,2022-10-29T15:16:27.000Z,Facebook,Cavite,Typhoon
"Mahabaging DIOS maawa po kayo patigilin nyo na po ang bagyo kawawa po ang mga nasalanta ng bagyo iligtas nyo po sila sa kpahamakan in JESUS name,AMEN!",mahabaging dios maawa po kayo patigilin nyo na po ang bagyo kawawa po ang mga nasalanta ng bagyo iligtas nyo po sila sa kpahamakan in jesus nameamen,Tagalog,2022-10-29T15:37:57.000Z,Facebook,Cavite,Typhoon
Praying for their rescuer please help them,praying for their rescuer please help them,English,2022-10-29T15:27:28.000Z,Facebook,Cavite,Typhoon
Sana po hndi nyo na inaantay na ganyan Ang sitwasyon Lalo na Kung may Bata at matanda .. sana marescue kayo agad,sana po hndi nyo na inaantay na ganyan ang sitwasyon lalo na kung may bata at matanda sana marescue kayo agad,Tagalog,2022-10-29T15:20:15.000Z,Facebook,Cavite,Typhoon
"Wula po aqng iBang maitutulong kundi ipagdasal na natapos na Ang bagyo,maging ligtas nawa ang mga nasalanta ganun din ang mga rescuers at sa lahat ng tumutulong sa kalamidad Dyos q po Tama na patigilin NYU na po..🙏🙏🙏🙏🙏",wula po aqng ibang maitutulong kundi ipagdasal na natapos na ang bagyomaging ligtas nawa ang mga nasalanta ganun din ang mga rescuers at sa lahat ng tumutulong sa kalamidad dyos q po tama na patigilin nyu na po:foldedhands::foldedhands::foldedhands::foldedhands::foldedhands:,Tagalog,2022-10-29T15:51:09.000Z,Facebook,Cavite,Typhoon
Sana matulungan sila ka agad para di sila mababad sa tubig 🙏🙏,sana matulungan sila ka agad para di sila mababad sa tubig :foldedhands::foldedhands:,Tagalog,2022-10-29T17:07:31.000Z,Facebook,Cavite,Typhoon
Sa mg bahay na mga bahain alam nio na dapat gagawin nio..dapat lumikas na kau.maaga pa..gusto nio kasi lage nalng maghintay na tumaas pa ang tubig..tapos  mag parescue na..kong kailan nasa bubong na kau..kawawa din mga ng rerescue sa inyo..hwag kau pasaway,sa mg bahay na mga bahain alam nio na dapat gagawin niodapat lumikas na kaumaaga pagusto nio kasi lage nalng maghintay na tumaas pa ang tubigtapos mag parescue nakong kailan nasa bubong na kaukawawa din mga ng rerescue sa inyohwag kau pasaway,Tagalog,2022-10-29T23:11:57.000Z,Facebook,Cavite,Typhoon
"Sana matulungan sila,Gabayan nyo po sila Lord🙏🙏🙏",sana matulungan silagabayan nyo po sila lord:foldedhands::foldedhands::foldedhands:,Tagalog,2022-10-29T15:18:35.000Z,Facebook,Cavite,Typhoon
Pray po kau jan at WG mwkan ng pg asa kapit s dios ama.. Wkng imposeble s kpbgyarihan ng dios ama..,pray po kau jan at wg mwkan ng pg asa kapit s dios ama wkng imposeble s kpbgyarihan ng dios ama,Tagalog,2022-10-29T15:18:35.000Z,Facebook,Cavite,Typhoon
LORD KAYO NA PO BAHALA SA MAS NANGANGAILANG PO NG TULOBG ILIGTAS NYO PO SILA MAKAPANGYARIHANG PANGINOON NAGSUSUMAMO PO KAMI SA INYO LALO NA PO ANG MGA BATA AT MATATANDA 🙏🙏🙏🙏🙏,lord kayo na po bahala sa mas nangangailang po ng tulobg iligtas nyo po sila makapangyarihang panginoon nagsusumamo po kami sa inyo lalo na po ang mga bata at matatanda :foldedhands::foldedhands::foldedhands::foldedhands::foldedhands:,Tagalog,2022-10-29T16:30:53.000Z,Facebook,Cavite,Typhoon
panatilihin nyo din pong safe ang mga rescuers at huwag nawa mangyari ang nangyari sa mga rescuers halintulad  nung dito samin sa Bulacan 😓🙏🙏 ibayong ingat at dasal lalo 🙏🙏,panatilihin nyo din pong safe ang mga rescuers at huwag nawa mangyari ang nangyari sa mga rescuers halintulad nung dito samin sa bulacan :downcastfacewithsweat::foldedhands::foldedhands: ibayong ingat at dasal lalo :foldedhands::foldedhands:,Tagalog,2022-10-29T17:07:59.000Z,Facebook,Cavite,Typhoon
Update po na rescue na po ba?,update po na rescue na po ba,Taglish,2022-10-29T19:26:38.000Z,Facebook,Cavite,Typhoon
"Thank you Kami.com.ph sa pag post, kanina ko pa sila nakikita sa NF na need ng help. Dko siya kilala but knowing na may matanda at bata, nakaka worry tlaga. This might be a way and sana marescue na sila. 🙏🙏",thank you kamicomph sa pag post kanina ko pa sila nakikita sa nf na need ng help dko siya kilala but knowing na may matanda at bata nakaka worry tlaga this might be a way and sana marescue na sila :foldedhands::foldedhands:,Tagalog,2022-10-29T15:17:44.000Z,Facebook,Cavite,Typhoon
lord please save them 🙏🙏🙏🥲,lord please save them :foldedhands::foldedhands::foldedhands::smilingfacewithtear:,English,2022-10-29T15:19:01.000Z,Facebook,Cavite,Typhoon
🙏🙏🙏 Lord plsss help them...,:foldedhands::foldedhands::foldedhands: lord plsss help them,English,2022-10-29T17:52:17.000Z,Facebook,Cavite,Typhoon
sana po wag matitigas ulo nyo isipin nyo rin ang mga buhay ng mag re rescue sa inyo,sana po wag matitigas ulo nyo isipin nyo rin ang mga buhay ng mag re rescue sa inyo,Tagalog,2022-10-30T00:59:20.000Z,Facebook,Cavite,Typhoon
Lord please save them,lord please save them,English,2022-10-29T15:17:18.000Z,Facebook,Cavite,Typhoon
"Alam naman nating may paparating na bagyo dapat lumikas na, tayo rin nman ang kawawa sa bandang huli eh, hindi lang unang beses ito nangyari sa lugar niyo pag alam na may ganitong sakuna wag na paabutin pa na hahantong sa ganito",alam naman nating may paparating na bagyo dapat lumikas na tayo rin nman ang kawawa sa bandang huli eh hindi lang unang beses ito nangyari sa lugar niyo pag alam na may ganitong sakuna wag na paabutin pa na hahantong sa ganito,Tagalog,2022-10-30T01:21:26.000Z,Facebook,Cavite,Typhoon
Sana matulungan po sila Lord ingatan nyo po sila kayo na po bahala 🙏,sana matulungan po sila lord ingatan nyo po sila kayo na po bahala :foldedhands:,Tagalog,2022-10-29T15:23:39.000Z,Facebook,Cavite,Typhoon
Lord pls protect your people 🙏,lord please protect your people :foldedhands:,English,2022-10-29T15:21:40.000Z,Facebook,Cavite,Typhoon
Lord pakaingatan mo po sila🙏🙏🙏,lord pakaingatan mo po sila:foldedhands::foldedhands::foldedhands:,Taglish,2022-10-29T15:22:44.000Z,Facebook,Cavite,Typhoon
"Lord naway ligtas cla
Sana po matunaw n ang bagyo",lord naway ligtas cla sana po matunaw n ang bagyo,Tagalog,2022-10-29T15:42:19.000Z,Facebook,Cavite,Typhoon
Dpt kpg gnyan alm na babaha.lipat na agad.kc kwWa dn ung mga rescuers... Buhay din nila kapalit kpg hnd pinalad... 😥😥😥 Ingat po sa lahat. Baha na din po sa min🥺🥺🥺,dpt kpg gnyan alm na babahalipat na agadkc kwwa dn ung mga rescuers buhay din nila kapalit kpg hnd pinalad :sadbutrelievedface::sadbutrelievedface::sadbutrelievedface: ingat po sa lahat baha na din po sa min:pleadingface::pleadingface::pleadingface:,Tagalog,2022-10-29T22:09:43.000Z,Facebook,Cavite,Typhoon
Help them Lord and keep them safe🙏🙏🙏🙏🙏🙏🙏🙏,help them lord and keep them safe:foldedhands::foldedhands::foldedhands::foldedhands::foldedhands::foldedhands::foldedhands::foldedhands:,English,2022-10-29T15:43:55.000Z,Facebook,Cavite,Typhoon
Prayer for protection cover by precious blood in Jesus name amen...,prayer for protection cover by precious blood in jesus name amen,English,2022-10-29T16:37:21.000Z,Facebook,Cavite,Typhoon
"Praying for all of u.
GOD BLESS",praying for all of you god bless,English,2022-10-29T19:22:54.000Z,Facebook,Cavite,Typhoon
Lord please keep them all safe 🙏🙏😢,lord please keep them all safe :foldedhands::foldedhands::cryingface:,English,2022-10-29T16:11:32.000Z,Facebook,Cavite,Typhoon
Amen lord ❤️,amen lord :redheart:,English,2022-10-30T02:45:45.000Z,Facebook,Cavite,Typhoon
"Lord, please help and protect your people. 🙏🙏🙏🥺",lord please help and protect your people :foldedhands::foldedhands::foldedhands::pleadingface:,English,2022-10-29T17:14:02.000Z,Facebook,Cavite,Typhoon
Lord help them in jesus name amen,lord help them in jesus name amen,English,2022-10-29T16:02:57.000Z,Facebook,Cavite,Typhoon
Lord please help them,lord please help them,English,2022-10-29T15:23:38.000Z,Facebook,Cavite,Typhoon
"God bless us all,,,",god bless us all,English,2022-10-29T15:25:02.000Z,Facebook,Cavite,Typhoon
Lord Jesus pls help them.. Amen.,lord jesus please help them amen,English,2022-10-29T15:43:36.000Z,Facebook,Cavite,Typhoon
‼️ PERSONS WHO NEED URGENT RESCUE ‼️ #RescuePH #CaviteArea #FloodPH #PaengPH,:doubleexclamationmark: persons who need urgent rescue :doubleexclamationmark:,English,2022-10-29T15:39:23.000Z,Facebook,Cavite,Typhoon
"Plss, Lord tulongan nyo po cla 🙏🙏🙏",plss lord tulongan nyo po cla :foldedhands::foldedhands::foldedhands:,English,2022-10-29T15:32:42.000Z,Facebook,Cavite,Typhoon
"LORD, keep them safe😢🙏🙏🙏",lord keep them safe:cryingface::foldedhands::foldedhands::foldedhands:,English,2022-10-29T15:28:18.000Z,Facebook,Cavite,Typhoon
"JC Cpstrno lhat my dhilan si lord may, Kya dika nya pinauwi kse tgnan mo sobrang TaaS ng baha sa cavite. Mas minabuti nya na mcancel flight mo, iniwas ka nya sa kpahamakan. ♥️ Kaya mgpaslamat tyo,",jc cpstrno lhat my dhilan si lord may kya dika nya pinauwi kse tgnan mo sobrang taas ng baha sa cavite mas minabuti nya na mcancel flight mo iniwas ka nya sa kpahamakan :heartsuit: kaya mgpaslamat tyo,Tagalog,2022-10-30T01:36:30.000Z,Facebook,Cavite,Typhoon
God bless you,god bless you,Taglish,2022-10-31T00:07:51.000Z,Facebook,Cavite,Typhoon
Tulungan nyo po sila... kawawa nmn po ang mga bata... 🙏🙏🙏😭😭😭,tulungan nyo po sila kawawa nmn po ang mga bata :foldedhands::foldedhands::foldedhands::loudlycryingface::loudlycryingface::loudlycryingface:,English,2022-10-29T15:27:38.000Z,Facebook,Cavite,Typhoon
Lord patigilin nio na po please🙏,lord patigilin nio na po please:foldedhands:,English,2022-10-29T16:38:39.000Z,Facebook,Cavite,Typhoon
Lord wag nyu po sila pabayaan lalo na mga bata🙏,lord wag nyu po sila pabayaan lalo na mga bata:foldedhands:,Tagalog,2022-10-29T15:41:14.000Z,Facebook,Cavite,Typhoon
Lord help them,lord help them,English,2022-10-29T15:31:10.000Z,Facebook,Cavite,Typhoon
Please help them.😭,please help them:loudlycryingface:,English,2022-10-29T15:23:06.000Z,Facebook,Cavite,Typhoon
Panginoon tulungan Po ninyo Ang mga taong kailangan ng Inyo pong tulong ligtas Po ninyo Sila🙏🙏🙏,panginoon tulungan po ninyo ang mga taong kailangan ng inyo pong tulong ligtas po ninyo sila:foldedhands::foldedhands::foldedhands:,Tagalog,2022-10-29T16:07:38.000Z,Facebook,Cavite,Typhoon
Sending prayers.❤❤🙏❤❤,sending prayers:redheart::redheart::foldedhands::redheart::redheart:,English,2022-10-29T15:40:34.000Z,Facebook,Cavite,Typhoon
Keef safe  po sa lahat  wag po tayung tumigil sa pag dasal  na sanay humina na ang bagyo,keef safe po sa lahat wag po tayung tumigil sa pag dasal na sanay humina na ang bagyo,Tagalog,2022-10-29T15:36:20.000Z,Facebook,Cavite,Typhoon
Lord “ gabayan nyo po sila🙏🙏🙏,lord gabayan nyo po sila:foldedhands::foldedhands::foldedhands:,Taglish,2022-10-29T15:33:57.000Z,Facebook,Cavite,Typhoon
Jusko 🙏🏻🙏🏻🙏🏻🙏🏻 prayers lang po maitutulong q..ingat po tayong lahat 🙏🏻🙏🏻🙏🏻🙏🏻🥺🥺🥺,jusko :foldedhandslightskintone::foldedhandslightskintone::foldedhandslightskintone::foldedhandslightskintone: prayers lang po maitutulong qingat po tayong lahat :foldedhandslightskintone::foldedhandslightskintone::foldedhandslightskintone::foldedhandslightskintone::pleadingface::pleadingface::pleadingface:,English,2022-10-29T15:24:43.000Z,Facebook,Cavite,Typhoon
Yng bata giniginaw na po sya,yng bata giniginaw na po sya,Tagalog,2022-10-29T15:19:38.000Z,Facebook,Cavite,Typhoon
Lord please help them...,lord please help them,English,2022-10-29T19:36:34.000Z,Facebook,Cavite,Typhoon
Keep safe kayo Jan 🙏🙏🙏,keep safe kayo jan :foldedhands::foldedhands::foldedhands:,Taglish,2022-10-29T15:40:24.000Z,Facebook,Cavite,Typhoon
Sending prayers 🙏🙏🙏,sending prayers :foldedhands::foldedhands::foldedhands:,Taglish,2022-10-29T16:32:28.000Z,Facebook,Cavite,Typhoon
"Sa lht dn po ng mga rescuers,,,ntin jan ibayong pag iingat dn po pra sa inyo at naway mailigtas nyo ng maus ang mga taong nangangailangan ng serbisyo nyo,,, God bless and be safe for us,,",sa lht dn po ng mga rescuersntin jan ibayong pag iingat dn po pra sa inyo at naway mailigtas nyo ng maus ang mga taong nangangailangan ng serbisyo nyo god bless and be safe for us,Tagalog,2022-10-29T15:40:05.000Z,Facebook,Cavite,Typhoon
